         1070383 function calls (1039921 primitive calls) in 7.628 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/TiffImagePlugin.py:653(_register_loader)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/TiffImagePlugin.py:665(decorator)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/TiffImagePlugin.py:664(_register_writer)
        5    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/gridspec.py:101(set_width_ratios)
        5    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/gridspec.py:123(set_height_ratios)
        5    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/gridspec.py:338(__init__)
        5    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/gridspec.py:33(__init__)
        5    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/_pylab_helpers.py:77(destroy_all)
        5    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/pyplot.py:889(close)
        5    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/rcsetup.py:252(validate_backend)
        5    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:870(tag)
        4    0.000    0.000    0.000    0.000 {method 'move_to_end' of 'collections.OrderedDict' objects}
        4    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        4    0.000    0.000    0.000    0.000 {method 'islower' of 'bytes' objects}
        4    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        4    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        4    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.StringIO' objects}
        4    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BytesIO' objects}
        4    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        4    0.112    0.028    0.112    0.028 {built-in method io.open}
        4    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.deque' objects}
        4    0.000    0.000    0.000    0.000 {built-in method utcnow}
        4    0.000    0.000    0.000    0.000 {method 'replace' of 'datetime.datetime' objects}
        4    0.000    0.000    0.000    0.000 {built-in method binascii.b2a_base64}
        4    0.000    0.000    0.003    0.001 /home/speersm/.local/lib/python3.10/site-packages/matplotlib_inline/backend_inline.py:21(new_figure_manager)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib_inline/backend_inline.py:30(new_figure_manager_given_figure)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib_inline/backend_inline.py:231(_fetch_figure_metadata)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib_inline/backend_inline.py:255(_is_transparent)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/backends/backend_agg.py:282(buffer_rgba)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/backends/backend_agg.py:440(buffer_rgba)
        4    0.000    0.000    0.060    0.015 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/image.py:1547(imsave)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/figure.py:65(__init__)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/figure.py:98(__init__)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/figure.py:163(__init__)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/figure.py:936(clear)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/figure.py:1694(<listcomp>)
        4    0.000    0.000    0.002    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/figure.py:1693(get_default_bbox_extra_artists)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/figure.py:1752(<listcomp>)
        4    0.000    0.000    0.208    0.052 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/figure.py:1701(get_tightbbox)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/figure.py:2061(_set_artist_props)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/figure.py:2309(__repr__)
        4    0.000    0.000    0.003    0.001 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/figure.py:2316(__init__)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/figure.py:2509(_check_layout_engines_compat)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/figure.py:2601(_repr_html_)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/figure.py:3053(clear)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/figure.py:3156(add_axobserver)
        4    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/_tight_bbox.py:38(restore_bbox)
        4    0.000    0.000    0.002    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/_tight_bbox.py:8(adjust_bbox)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/artist.py:1043(set_in_layout)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:714(<dictcomp>)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:706(_draw_disabled)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:1546(Done)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:1549(_draw)
        4    0.000    0.000    0.003    0.001 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:1536(_get_renderer)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:1607(<lambda>)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:1692(new_manager)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:2029(draw)
        4    0.000    0.000    0.806    0.202 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:2213(print_figure)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:2450(mpl_disconnect)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:2785(__init__)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:2822(create_with_canvas)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:2850(destroy)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:2866(set_window_title)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:3515(new_figure_manager_given_figure)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:3520(draw_if_interactive)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/_pylab_helpers.py:33(get_fig_manager)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/_pylab_helpers.py:105(_set_new_active_manager)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/_pylab_helpers.py:118(set_active)
        4    0.000    0.000    0.013    0.003 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/pyplot.py:356(new_figure_manager)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/pyplot.py:363(draw_if_interactive)
        4    0.000    0.000    0.014    0.003 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/pyplot.py:666(figure)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/pyplot.py:850(get_fignums)
        4    0.003    0.001    0.003    0.001 {method 'copy' of 'ImagingCore' objects}
        4    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.fill}
        4    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.zip_encoder}
        4    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.map_buffer}
        4    0.052    0.013    0.052    0.013 {method 'encode' of 'ImagingEncoder' objects}
        4    0.000    0.000    0.000    0.000 {method 'cleanup' of 'ImagingEncoder' objects}
        4    0.000    0.000    0.000    0.000 {method 'setimage' of 'ImagingEncoder' objects}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/PngImagePlugin.py:265(__init__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/PngImagePlugin.py:268(add)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/PngImagePlugin.py:311(add_text)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/PngImagePlugin.py:1039(__init__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/PngImagePlugin.py:1043(write)
        4    0.000    0.000    0.053    0.013 /usr/lib/python3/dist-packages/PIL/PngImagePlugin.py:1191(_save)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/ImageFile.py:70(_tilesort)
        4    0.000    0.000    0.052    0.013 /usr/lib/python3/dist-packages/PIL/ImageFile.py:476(_save)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/transforms.py:293(p0)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/transforms.py:619(padded)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/__init__.py:1202(is_interactive)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/_api/__init__.py:53(__get__)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/_api/deprecation.py:350(<genexpr>)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/cbook/__init__.py:268(disconnect)
        4    0.000    0.000    0.003    0.001 /usr/lib/python3/dist-packages/PIL/Image.py:314(preinit)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/Image.py:409(_getencoder)
        4    0.000    0.000    0.003    0.001 /usr/lib/python3/dist-packages/PIL/Image.py:589(_copy)
        4    0.000    0.000    0.003    0.001 /usr/lib/python3/dist-packages/PIL/Image.py:595(_ensure_mutable)
        4    0.000    0.000    0.059    0.015 /usr/lib/python3/dist-packages/PIL/Image.py:2130(save)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/Image.py:2634(new)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/Image.py:2711(frombuffer)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/_util.py:5(isPath)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/linalg/linalg.py:107(get_linalg_error_extobj)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/linalg/linalg.py:112(_makearray)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/linalg/linalg.py:130(_realType)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/linalg/linalg.py:136(_commonType)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/linalg/linalg.py:180(_assert_stacked_2d)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/linalg/linalg.py:186(_assert_stacked_square)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/linalg/linalg.py:465(_unary_dispatcher)
        4    0.016    0.004    0.016    0.004 /home/speersm/.local/lib/python3.10/site-packages/numpy/linalg/linalg.py:469(inv)
        4    0.000    0.000    0.016    0.004 <__array_function__ internals>:177(inv)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/lib/npyio.py:726(_ensure_ndmin_ndarray_check_param)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/lib/npyio.py:736(_ensure_ndmin_ndarray)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/lib/npyio.py:770(_check_nonneg_int)
        4    0.000    0.000    5.759    1.440 /home/speersm/.local/lib/python3.10/site-packages/numpy/lib/npyio.py:801(_read)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/lib/npyio.py:1343(<listcomp>)
        4    0.000    0.000    5.759    1.440 /home/speersm/.local/lib/python3.10/site-packages/numpy/lib/npyio.py:1081(loadtxt)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/lib/_datasource.py:149(__getitem__)
        4    0.000    0.000    0.113    0.028 /home/speersm/.local/lib/python3.10/site-packages/numpy/lib/_datasource.py:155(open)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/lib/_datasource.py:246(__init__)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/lib/_datasource.py:256(__del__)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/lib/_datasource.py:280(_splitzipext)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/lib/_datasource.py:344(_findfile)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/lib/_datasource.py:375(abspath)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/lib/_datasource.py:431(exists)
        4    0.000    0.000    0.113    0.028 /home/speersm/.local/lib/python3.10/site-packages/numpy/lib/_datasource.py:487(open)
        4    0.000    0.000    0.000    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 {method 'squeeze' of 'numpy.ndarray' objects}
        4    5.548    1.387    5.645    1.411 {built-in method numpy.core._multiarray_umath._load_from_filelike}
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:1500(_squeeze_dispatcher)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:1504(squeeze)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/core/_methods.py:61(_all)
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(squeeze)
        4    0.000    0.000    0.007    0.002 /home/speersm/.local/lib/python3.10/site-packages/ipykernel/zmqshell.py:63(_flush_streams)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/ipykernel/zmqshell.py:73(_hooks)
        4    0.000    0.000    0.010    0.003 /home/speersm/.local/lib/python3.10/site-packages/ipykernel/zmqshell.py:80(publish)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/ipykernel/iostream.py:215(send_multipart)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/ipykernel/iostream.py:287(send_multipart)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/ipykernel/jsonutil.py:52(encode_images)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/ipykernel/jsonutil.py:77(json_clean)
        4    0.000    0.000    0.807    0.202 /home/speersm/.local/lib/python3.10/site-packages/IPython/core/pylabtools.py:111(print_figure)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/IPython/core/displaypub.py:43(_validate_data)
        4    0.000    0.000    0.813    0.203 /home/speersm/.local/lib/python3.10/site-packages/IPython/core/formatters.py:88(format)
        4    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/IPython/core/formatters.py:693(__call__)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/IPython/core/formatters.py:828(_check_return)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/IPython/core/formatters.py:905(__call__)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/IPython/core/formatters.py:942(_check_return)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/IPython/core/formatters.py:951(__call__)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/IPython/core/compilerop.py:180(extra_flags)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/IPython/utils/decorators.py:45(wrapper)
        4    0.000    0.000    0.010    0.003 /home/speersm/.local/lib/python3.10/site-packages/IPython/core/display_functions.py:45(publish_display_data)
        4    0.000    0.000    0.824    0.206 /home/speersm/.local/lib/python3.10/site-packages/IPython/core/display_functions.py:105(display)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/IPython/lib/pretty.py:201(__init__)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/IPython/lib/pretty.py:232(text)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/IPython/lib/pretty.py:313(flush)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/IPython/lib/pretty.py:355(__init__)
        4    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/IPython/lib/pretty.py:372(pretty)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/IPython/lib/pretty.py:417(_in_deferred_types)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/IPython/lib/pretty.py:490(__init__)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/IPython/lib/pretty.py:775(_repr_pprint)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/IPython/core/getipython.py:17(get_ipython)
        4    0.000    0.000    0.000    0.000 {method 'hexdigest' of '_hashlib.HMAC' objects}
        4    0.000    0.000    0.000    0.000 {method 'copy' of '_hashlib.HMAC' objects}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/hmac.py:122(copy)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/hmac.py:139(_current)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/hmac.py:161(hexdigest)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/dateutil/tz/tz.py:74(utcoffset)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:2099(__init__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/urllib/parse.py:419(_checknetloc)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/jupyter_client/session.py:199(utcnow)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/jupyter_client/session.py:273(msg_header)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/jupyter_client/session.py:280(extract_header)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/jupyter_client/session.py:599(msg_id)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/jupyter_client/session.py:643(msg_header)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/jupyter_client/session.py:647(msg)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/jupyter_client/session.py:673(sign)
        4    0.000    0.000    0.002    0.001 /home/speersm/.local/lib/python3.10/site-packages/jupyter_client/session.py:688(serialize)
        4    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/jupyter_client/session.py:851(<listcomp>)
        4    0.000    0.000    0.002    0.001 /home/speersm/.local/lib/python3.10/site-packages/jupyter_client/session.py:752(send)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:2406(<lambda>)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/copyreg.py:109(_slotnames)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/codecs.py:309(__init__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/genericpath.py:16(exists)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/contextlib.py:335(__init__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/contextlib.py:337(__enter__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/contextlib.py:339(__exit__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/codecs.py:260(__init__)
        3    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        3    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
        3    0.000    0.000    0.824    0.275 /home/speersm/.local/lib/python3.10/site-packages/matplotlib_inline/backend_inline.py:72(show)
        3    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/gridspec.py:687(__eq__)
        3    0.000    0.000    0.824    0.275 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/pyplot.py:376(show)
        3    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/pyplot.py:1291(<listcomp>)
        3    0.000    0.000    0.062    0.021 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/pyplot.py:1101(subplot)
        3    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/transforms.py:453(fully_overlaps)
        3    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/__init__.py:1184(get_backend)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/Image.py:3176(register_extensions)
        3    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/config/configurable.py:495(_walk_mro)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:631(__fspath__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/abc.py:105(__new__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:968(_sanity_check)
      3/1    0.000    0.000    0.009    0.009 <frozen importlib._bootstrap>:1038(_gcd_import)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 {built-in method posix.listdir}
        2    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/lines.py:67(<listcomp>)
        2    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/lines.py:970(get_markerfacecolor)
        2    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:1662(_fix_ipython_backend2gui)
        2    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/pyplot.py:288(backend_mod)
      2/1    0.000    0.000    0.010    0.010 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/pyplot.py:211(switch_backend)
        2    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/pyplot.py:122(install_repl_displayhook)
        2    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/cbook/__init__.py:2193(_backend_module_name)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/Image.py:3153(register_save_all)
        2    0.000    0.000    0.000    0.000 {method 'argmin' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/core/shape_base.py:19(_atleast_1d_dispatcher)
        2    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/core/shape_base.py:23(atleast_1d)
        2    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:1245(_argmin_dispatcher)
        2    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:1249(argmin)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(argmin)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(atleast_1d)
        2    0.002    0.001    0.002    0.001 /home/speersm/GitHub/force_calculation_and_wave_sim/wavesim_functions.py:178(djonswap)
        2    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/IPython/core/interactiveshell.py:1227(user_global_ns)
        2    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/IPython/core/interactiveshell.py:3358(compare)
        2    0.000    0.000    7.628    3.814 /home/speersm/.local/lib/python3.10/site-packages/IPython/core/interactiveshell.py:3406(run_code)
        2    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/IPython/core/events.py:42(register)
        2    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/backcall/backcall.py:49(adapt)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/codeop.py:117(__call__)
        2    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:276(getmembers)
        2    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:954(__new__)
        2    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:972(__init__)
        2    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:977(setup_class)
        2    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:999(setup_class)
        2    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:2336(subclass_init)
        2    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:3225(__init__)
        2    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:3392(class_init)
