         1070383 function calls (1039921 primitive calls) in 7.628 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       36    0.000    0.000    0.002    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:1084(_set_position)
       36    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/scale.py:78(limit_range_for_scale)
       36    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/ticker.py:1669(nonsingular)
       36    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/transforms.py:2286(__init__)
       36    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/lib/arraysetops.py:125(_unpack_tuple)
       36    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/lib/arraysetops.py:133(_unique_dispatcher)
       36    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/lib/arraysetops.py:138(unique)
       36    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/lib/arraysetops.py:323(_unique1d)
       36    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(unique)
       36    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
       36    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/core/getlimits.py:692(max)
       36    0.000    0.000    0.808    0.022 /home/speersm/.local/lib/python3.10/site-packages/IPython/core/formatters.py:328(__call__)
       36    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:2171(make_dynamic_default)
       36    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
       35    0.000    0.000    0.000    0.000 /usr/lib/python3.10/posixpath.py:41(_get_sep)
       34    0.000    0.000    0.006    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/patches.py:46(__init__)
       34    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/patches.py:397(set_linestyle)
       34    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/patches.py:432(set_fill)
       34    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/patches.py:474(set_joinstyle)
       34    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/patches.py:494(set_hatch)
       34    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/hatch.py:182(_validate_hatch_pattern)
       32    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/artist.py:1060(set_label)
       32    0.000    0.000    0.000    0.000 /usr/lib/python3.10/urllib/parse.py:103(_noop)
       32    0.000    0.000    0.000    0.000 /usr/lib/python3.10/urllib/parse.py:114(_coerce_args)
       32    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:277(isfunction)
       31    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:1129(_set_artist_props)
       31    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/artist.py:400(is_transform_set)
       31    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/artist.py:1338(get_mouseover)
       30    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:1617(get_aspect)
       30    0.000    0.000    0.002    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:1885(apply_aspect)
       30    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:553(is_set)
       30    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:1102(_wait_for_tstate_lock)
       30    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:1169(is_alive)
       28    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       28    0.000    0.000    0.000    0.000 {method 'searchsorted' of 'numpy.ndarray' objects}
       27    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
       27    0.000    0.000    0.004    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:705(set)
       27    0.000    0.000    0.004    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:723(__set__)
       27    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:743(_cross_validate)
       27    0.000    0.000    0.004    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:1504(_notify_trait)
       27    0.000    0.000    0.004    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:1515(notify_change)
       27    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:1566(_add_notifiers)
       27    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:1628(observe)
       27    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:2162(instance_init)
       27    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:2167(_resolve_classes)
       27    0.000    0.000    0.000    0.000 /usr/lib/python3.10/posixpath.py:71(join)
       26    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/TiffImagePlugin.py:379(_delegate)
       26    0.000    0.000    0.006    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:240(__call__)
       26    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:328(<genexpr>)
       26    0.000    0.000    0.003    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:537(<genexpr>)
       26    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:832(<dictcomp>)
       26    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:818(_request_autoscale_view)
       26    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:891(set_clip_rectangle)
       26    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/transforms.py:2403(_iter_break_from_left_to_right)
       26    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/cbook/__init__.py:1372(_check_1d)
       26    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/ma/core.py:671(getdata)
       26    0.000    0.000    0.000    0.000 {method '__copy__' of 'numpy.ndarray' objects}
       26    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:1439(hold_trait_notifications)
       26    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/utils/bunch.py:13(__getattr__)
       25    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/gridspec.py:75(get_geometry)
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:391(cached)
       24    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axis.py:548(__init__)
       24    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axis.py:827(limit_range_for_scale)
       24    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axis.py:830(_get_autoscale_on)
       24    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axis.py:1108(<listcomp>)
       24    0.000    0.000    0.004    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axis.py:1090(_set_lim)
       24    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axis.py:1165(_set_artist_props)
       24    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axis.py:1281(<listcomp>)
       24    0.001    0.000    0.163    0.007 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axis.py:1237(get_tightbbox)
       24    0.001    0.000    0.478    0.020 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axis.py:1296(draw)
       24    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axis.py:1585(<dictcomp>)
       24    0.000    0.000    0.040    0.002 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axis.py:1553(grid)
       24    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axis.py:1651(have_units)
       24    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axis.py:2164(setter)
       24    0.000    0.000    0.081    0.003 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axis.py:2242(_update_label_position)
       24    0.000    0.000    0.005    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axis.py:2282(_update_offset_text_position)
       24    0.000    0.000    0.085    0.004 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axis.py:2496(_update_label_position)
       24    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axis.py:2535(_update_offset_text_position)
       24    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:2928(<genexpr>)
       24    0.001    0.000    0.016    0.001 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:2973(_update_title_position)
       24    0.000    0.000    0.006    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/spines.py:207(register_axis)
       24    0.000    0.000    0.005    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/spines.py:220(clear)
       24    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/spines.py:291(set_position)
       24    0.000    0.000    0.005    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/spines.py:424(linear_spine)
       24    0.000    0.000    0.163    0.007 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/artist.py:1371(_get_tightbbox_for_layout_only)
       24    0.000    0.000    0.004    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/spines.py:35(__init__)
       24    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:1658(<lambda>)
       24    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/transforms.py:373(size)
       24    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1721(_set)
       24    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/transforms.py:2780(get_transformed_path_and_affine)
       24    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/lib/_datasource.py:103(_load)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:380(cache_from_source)
       23    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:2913(__init__)
     23/6    0.000    0.000    0.012    0.002 <frozen importlib._bootstrap>:233(_call_with_frames_removed)
       22    0.000    0.000    0.002    0.000 {built-in method builtins.__build_class__}
       22    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/ipykernel/iostream.py:90(_event_pipe)
       22    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/ipykernel/iostream.py:203(schedule)
       22    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/zmq/sugar/socket.py:613(send)
    22/16    0.000    0.000    0.001    0.000 /usr/lib/python3.10/inspect.py:2371(_signature_from_callable)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:2684(default)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
       20    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
       20    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/backends/backend_agg.py:294(option_image_nocomposite)
     20/8    0.000    0.000    0.522    0.065 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/image.py:113(_draw_list_compositing_images)
       20    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/figure.py:205(<genexpr>)
       20    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/figure.py:2528(set_layout_engine)
       20    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/figure.py:2594(get_layout_engine)
       20    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/PngImagePlugin.py:1025(putchunk)
       20    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/lib/_datasource.py:130(keys)
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:632(_is_wrapper)
       19    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       19    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
       19    0.000    0.000    0.000    0.000 {built-in method posix.lstat}
       19    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
       19    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_collections_abc.py:78(_check_methods)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
       18    0.000    0.000    0.004    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:4362(<listcomp>)
       18    0.000    0.000    0.004    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:4333(get_default_bbox_extra_artists)
       18    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/text.py:519(_update_clip_properties)
       18    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/text.py:526(set_clip_box)
       18    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/artist.py:731(set_clip_box)
       18    0.000    0.000    0.010    0.001 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/pyplot.py:197(_get_backend_mod)
       18    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1017(minposx)
       18    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1028(minposy)
       18    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/lib/arraysetops.py:368(_intersect1d_dispatcher)
       18    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/lib/arraysetops.py:373(intersect1d)
       18    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/lib/arraysetops.py:519(_in1d_dispatcher)
       18    0.001    0.000    0.002    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/lib/arraysetops.py:524(in1d)
       18    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/lib/arraysetops.py:761(_isin_dispatcher)
       18    0.000    0.000    0.002    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/lib/arraysetops.py:766(isin)
       18    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(intersect1d)
       18    0.000    0.000    0.002    0.000 <__array_function__ internals>:177(in1d)
       18    0.000    0.000    0.002    0.000 <__array_function__ internals>:177(isin)
       18    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(empty_like)
       18    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/core/numeric.py:77(zeros_like)
       18    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/core/numeric.py:73(_zeros_like_dispatcher)
       18    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(zeros_like)
       18    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/core/getlimits.py:679(min)
       18    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/core/multiarray.py:84(empty_like)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:100(acquire)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:125(release)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1356(_path_importer_cache)
       17    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/artist.py:1056(get_label)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
       17    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1536(find_spec)
       16    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
       16    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
       16    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
       16    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/mathtext.py:196(__init__)
       16    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
       16    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/_pylab_helpers.py:100(get_active)
       16    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/pyplot.py:829(gcf)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/Image.py:529(size)
       16    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/config/configurable.py:521(instance)
       16    0.000    0.000    0.000    0.000 {method 'update' of '_hashlib.HMAC' objects}
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.10/hmac.py:117(update)
       16    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:512(instance_init)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.10/urllib/parse.py:372(urlparse)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.10/urllib/parse.py:437(urlsplit)
       16    0.000    0.000    0.002    0.000 /home/speersm/.local/lib/python3.10/site-packages/jupyter_client/session.py:92(json_packer)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:66(get_annotations)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:612(unwrap)
       16    0.000    0.000    0.001    0.000 /usr/lib/python3.10/inspect.py:2276(_signature_from_function)
       16    0.000    0.000    0.001    0.000 /usr/lib/python3.10/inspect.py:2991(from_callable)
       16    0.000    0.000    0.001    0.000 /usr/lib/python3.10/inspect.py:3245(signature)
       16    0.000    0.000    0.002    0.000 /usr/lib/python3.10/json/__init__.py:183(dumps)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.10/json/encoder.py:104(__init__)
       16    0.000    0.000    0.001    0.000 /usr/lib/python3.10/json/encoder.py:182(encode)
       16    0.001    0.000    0.001    0.000 /usr/lib/python3.10/json/encoder.py:204(iterencode)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:1145(ident)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.10/posixpath.py:117(splitext)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_collections_abc.py:315(__subclasshook__)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.10/genericpath.py:121(_splitext)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1500(<genexpr>)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:169(__enter__)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
     15/6    0.000    0.000    0.013    0.002 <frozen importlib._bootstrap>:1022(_find_and_load)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
     14/2    0.000    0.000    7.628    3.814 {built-in method builtins.exec}
       14    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
       14    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/colors.py:307(_to_rgba_no_colorcycle)
       14    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:1248(instance_init)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.10/posixpath.py:337(normpath)
     14/6    0.000    0.000    0.013    0.002 <frozen importlib._bootstrap>:987(_find_and_load_unlocked)
       13    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
       13    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:252(<listcomp>)
       13    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:320(_getdefaults)
       13    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:338(_setdefaults)
       13    0.000    0.000    0.003    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:347(_makeline)
       13    0.000    0.000    0.003    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:544(<listcomp>)
       13    0.000    0.000    0.005    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:406(_plot_args)
       13    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:2220(_deprecate_noninstance)
       13    0.000    0.000    0.006    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:2324(add_line)
       13    0.000    0.000    0.004    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:2352(_update_line_limits)
       13    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/figure.py:88(current)
       13    0.000    0.000    0.067    0.005 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/figure.py:1609(gca)
       13    0.000    0.000    0.012    0.001 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axes/_axes.py:1423(plot)
       13    0.000    0.000    0.067    0.005 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/pyplot.py:2243(gca)
       13    0.000    0.000    0.080    0.006 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/pyplot.py:2746(plot)
       13    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.update_path_extents}
       13    0.000    0.000    0.011    0.001 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/transforms.py:250(__array__)
       13    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/transforms.py:856(update_from_path)
       13    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1376(contains_branch)
       13    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1395(contains_branch_seperately)
       13    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1712(__eq__)
       13    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/transforms.py:2167(__eq__)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/Image.py:3165(register_extension)
       13    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:874(_sort_dispatcher)
       13    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:878(sort)
       13    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(sort)
       13    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/config/configurable.py:90(notice_config_override)
       13    0.000    0.000    0.004    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/config/configurable.py:50(__init__)
       13    0.000    0.000    0.003    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/config/configurable.py:156(_load_config)
       13    0.000    0.000    0.003    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/config/configurable.py:202(_config_changed)
       13    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/config/loader.py:259(merge)
       13    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/config/loader.py:331(__getitem__)
       13    0.000    0.000    0.003    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:1129(compatible_observer)
       13    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:1272(__new__)
       13    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:1287(setup_instance)
       13    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:1315(setup_instance)
       13    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:1329(__init__)
       13    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:1579(_remove_notifiers)
       13    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:1658(unobserve)
       13    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:1886(traits)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:71(__init__)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:198(cb)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:357(__init__)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(has_location)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:492(_init_module_attrs)
       13    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:564(module_from_spec)
     13/6    0.000    0.000    0.012    0.002 <frozen importlib._bootstrap>:664(_load_unlocked)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:746(find_spec)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:826(find_spec)
       13    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:921(_find_spec)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:510(_get_cached)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:721(spec_from_file_location)
       13    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1399(_get_spec)
       13    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1431(find_spec)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1531(_get_spec)
       12    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
       12    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       12    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
       12    0.001    0.000    0.001    0.000 {built-in method marshal.loads}
       12    0.000    0.000    0.000    0.000 {method 'read' of '_io.BufferedReader' objects}
       12    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
       12    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
       12    0.000    0.000    0.000    0.000 {built-in method io.open_code}
       12    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
